x,y,z,vx,vy,vz,mass,metallicity,id
15.567296528961112,-3.63546884136465,-0.6152578731582983,0.0,0.0,0.0,1000000.0,0.02,0
0.15378811407371407,-1.3140247098459767,-0.1798560308771071,0.0,0.0,0.0,1000000.0,0.02,0
-5.464410041873482,-1.3102251906638953,0.1680086440747326,0.0,0.0,0.0,1000000.0,0.02,0
-4.1201692561958065,-3.1878310938809853,-0.07342377068810446,0.0,0.0,0.0,1000000.0,0.02,0
-3.823543345072829,-7.118732563632749,1.3533701321347031,0.0,0.0,0.0,1000000.0,0.02,0
-0.7089364538886584,-0.40499714593675856,0.6579676881785925,0.0,0.0,0.0,1000000.0,0.02,0
-0.36090123964029897,4.1733395672943505,0.49383063976871266,0.0,0.0,0.0,1000000.0,0.02,0
17.448984625146895,0.3330124305872211,-1.9248860480399719,0.0,0.0,0.0,1000000.0,0.02,0
5.944756743485803,-1.2319580985287948,-0.7171544321973595,0.0,0.0,0.0,1000000.0,0.02,0
20.763699025922513,3.066174188469762,-1.0939773629245408,0.0,0.0,0.0,1000000.0,0.02,0
-4.630543867882583,-2.7413537192643496,0.22216450936615484,0.0,0.0,0.0,1000000.0,0.02,0
-6.639586657594541,19.67059055206117,-0.08960976553286848,0.0,0.0,0.0,1000000.0,0.02,0
-0.47351104741608036,0.2764604356114232,0.5066293761956588,0.0,0.0,0.0,1000000.0,0.02,0
-0.02027800553853636,-0.1249334332756202,0.09459265666238625,0.0,0.0,0.0,1000000.0,0.02,0
6.2962447962616785,0.8679923583842858,0.6856753402525948,0.0,0.0,0.0,1000000.0,0.02,0
9.302987797136248,4.4099545102349476,0.1377188675966412,0.0,0.0,0.0,1000000.0,0.02,0
-10.866576513011028,2.8586014696266346,-0.48223717027373514,0.0,0.0,0.0,1000000.0,0.02,0
-0.7303982044368393,0.8524278811851785,-0.33551068247233395,0.0,0.0,0.0,1000000.0,0.02,0
-10.583246850263068,-15.181350981418735,0.02748028407806835,0.0,0.0,0.0,1000000.0,0.02,0
-1.1879650561798176,2.6591646362567594,-0.04482097104243099,0.0,0.0,0.0,1000000.0,0.02,0
-8.884236613162408,-8.280030709698522,0.22913886428473518,0.0,0.0,0.0,1000000.0,0.02,0
4.035504157436803,1.7461295816973526,0.30222879631580213,0.0,0.0,0.0,1000000.0,0.02,0
-0.07807597227071646,-0.8613802989676349,-1.16768752829217,0.0,0.0,0.0,1000000.0,0.02,0
-11.797284829796522,8.083445052519405,-0.9186679408036094,0.0,0.0,0.0,1000000.0,0.02,0
-10.893266691245406,4.523521011510754,-0.18066853257811744,0.0,0.0,0.0,1000000.0,0.02,0
-1.6863433684229978,2.86120059343015,-0.22193818127443077,0.0,0.0,0.0,1000000.0,0.02,0
14.917948327647668,9.114614487002804,1.3831198759987657,0.0,0.0,0.0,1000000.0,0.02,0
-2.319145871393774,-1.1736403451137152,0.7799708023519685,0.0,0.0,0.0,1000000.0,0.02,0
0.35090870370856475,0.6994120503153849,0.0067582044143419395,0.0,0.0,0.0,1000000.0,0.02,0
2.0965143045342067,1.9717525088422565,-1.7617155791007768,0.0,0.0,0.0,1000000.0,0.02,0
0.16706677048348073,0.4432319181768116,0.8039355791443636,0.0,0.0,0.0,1000000.0,0.02,0
10.962372549217157,-10.378277005066156,0.3018404885085637,0.0,0.0,0.0,1000000.0,0.02,0
0.595788489624716,2.9479530628622026,-0.22332110345871836,0.0,0.0,0.0,1000000.0,0.02,0
-2.3954952670178358,-12.471183847867632,-0.5788481370820504,0.0,0.0,0.0,1000000.0,0.02,0
-14.883880832728982,-1.997614830777451,-0.19969469589587696,0.0,0.0,0.0,1000000.0,0.02,0
-0.15816927711381704,-0.045124941131707154,0.40524038690315667,0.0,0.0,0.0,1000000.0,0.02,0
1.8948738517283243,0.7542632014625278,0.5869289715520916,0.0,0.0,0.0,1000000.0,0.02,0
0.6088416908375002,2.065432349031922,-0.9871978749969905,0.0,0.0,0.0,1000000.0,0.02,0
-3.402231076087884,-2.804223979304939,-0.01184094195840757,0.0,0.0,0.0,1000000.0,0.02,0
-0.7021595940232677,0.3704257784195923,1.0733507098564665,0.0,0.0,0.0,1000000.0,0.02,0
3.694950965155583,-6.708413548223759,1.9178119819666328,0.0,0.0,0.0,1000000.0,0.02,0
-12.242163771521868,6.086281189390557,1.038148828363303,0.0,0.0,0.0,1000000.0,0.02,0
-3.9034333290076697,-3.1533890664986837,-0.8165439773808414,0.0,0.0,0.0,1000000.0,0.02,0
2.34027479840791,5.072215914648231,-0.9016855347729997,0.0,0.0,0.0,1000000.0,0.02,0
-0.10265643467785482,-0.11660828569309517,0.5369183336356418,0.0,0.0,0.0,1000000.0,0.02,0
